HS 2007 code,HS 2007 title,HS 2012 code,HS 2012 title,FCL Item code,FCL Title,Last update: 12 May 2014
010110,"- Pure-bred breeding animals (Live horses, asses, mules and hinnies)",010121,-- Pure-bred breeding animals (Horses),1096,Horses,
010190,"- Other (Live horses, asses, mules and hinnies)",010129,-- Other (Horses),1096,Horses,
"010110
010190","- Pure-bred breeding animals (Live horses, asses, mules and hinnies)
Other (Live horses, asses, mules and hinnies)",010130,- Asses,1107,Asses,
010190,"- Other (Live horses, asses, mules and hinnies)",010190,- Other  (Mules and hinnies),1110,Mules,
010210,- Pure-bred breeding animals (Bovines),010221,-- Pure-bred breeding animals (Cattle),0866,Cattle,
010290,- Other (Bovines),010229,-- Other (Cattle),0866,Cattle,
010210,- Pure-bred breeding animals (Bovines),010231,-- Pure-bred breeding animals (Buffalo),0946,Buffaloes,
010290,- Other (Bovines),010239,-- Other (Buffalo),0946,Buffaloes,
"010210
010290","- Pure-bred breeding animals (Bovines)
- Other (Bovines)",010290,- Other (Bovines),N/A,N/A,
010310,- Pure-bred breeding animals,010310,- Pure-bred breeding animals,1034,Pigs,
010391,-- Weighing less than 50 kg,010391,-- Weighing less than 50 kg,1034,Pigs,
010392,-- Weighing 50 kg or more,010392,-- Weighing 50 kg or more,1034,Pigs,
010410,- Sheep,010410,- Sheep,0976,Sheep,
010420,- Goats,010420,- Goats,1016,Goats,
010511,-- Fowls of the species Gallus domesticus,010511,-- Fowls of the species Gallus domesticus,1057,Chickens,
010512,-- Turkeys,010512,-- Turkeys,1079,Turkeys,
010519,-- Other,010513,-- Ducks (Weighing not more than 185 g),1068,Ducks,
010519,-- Other,010514,-- Geese (Weighing not more than 185 g),1072,Geese,
010519,-- Other,010515,-- Guinea Fowls (Weighing not more than 185 g),1057,Chickens,
010594,-- Fowls of the species Gallus domesticus,010594, -- Fowls of the species Gallus domesticus (more than 185 g),1057,Chickens (Gallus domesticus),
010599,-- Other,010599,-- Other (more than 185 g),1079,Turkeys,
010599,-- Other,010599,-- Other (more than 185 g),1068,Ducks,
010599,-- Other,010599,-- Other (more than 185 g),1072,Geese,
010599,-- Other,010599,-- Other (more than 185 g),1057,Chickens (Guinea fowl + other),
010611,-- Primates,010611,-- Primates,1171,Live animals nes,
010611,- Primates,010611,-- Primates,1169,"Live animals, non food nes",
010612,"-- Whales, dolphins and porpoises (mammals of the order Cetacea); manatees and dugongs (mammals of the order Sirenia)",010612,"-- Whales, dolphins and porpoises (mammals of the order Cetacea); manatees and dugongs (mammals of the order Sirenia); seals, sea lions and walruses (mammals of the suborder Pinnipedia)",1171,Live animals nes,
010612,"-- Whales, dolphins and porpoises (mammals of the order Cetacea); manatees and dugongs (mammals of the order Sirenia)",010612,"-- Whales, dolphins and porpoises (mammals of the order Cetacea); manatees and dugongs (mammals of the order Sirenia); seals, sea lions and walruses (mammals of the suborder Pinnipedia)",1169,"Live animals, non food nes",
010619,-- Other,010613,-- Camels and Other camelids (Camelidae),1126,Camels,
010619,-- Other,010613,-- Camels and Other camelids (Camelidae),1157,Other camelids,
010619,-- Other,010614,-- Rabbits and hares,1140,Rabbits,
010619,-- Other,010619,-- Other,1150,Other rodents,
010619,-- Other,010619,-- Other,1171,Live animals nes,
010619,-- Other,010619,-- Other,1169,"Live animals, non food nes",
010620,- Reptiles (including snakes and turtles),010620,- Reptiles (including snakes and turtles),1171,Live animals nes,
010620,- Reptiles (including snakes and turtles),010620,- Reptiles (including snakes and turtles),1169,"Live animals, non food nes",
010631,-- Birds of prey,010631,-- Birds of prey,1083,Pigeons and other birds,
010632,"-- Psittaciformes (including parrots, parakeets, macaws and cockatoos)",010632,"-- Psittaciformes (including parrots, parakeets, macaws and cockatoos)",1083,Pigeons and other birds,
010639,-- Other (Birds),010633,-- Ostriches; emus (Dromaius novaehollandiae),1171,Live animals nes,
010639,-- Other (Birds),010639,-- Other (Birds),1083,Pigeons and other birds,
010690,- Other (Live animals),010641,-- Bees,1181,Beehives,
010690,- Other (Live animals),010649, -- Other (Insects),1171,Live animals nes,
020110,- Carcasses and half-carcasses,020110,- Carcasses and half-carcasses,0867,Meat of cattle,
020110,- Carcasses and half-carcasses,020110,- Carcasses and half-carcasses,0947,Buffalo meat,
020120,- Other cuts with bone in,020120,- Other cuts with bone in,0867,Meat of cattle,
020120,- Other cuts with bone in,020120,- Other cuts with bone in,0947,Buffalo meat,
020130,- Boneless,020130,- Boneless,0870,"Meat of cattle, boneless",
020130,- Boneless,020130,- Boneless,0947,Buffalo meat,
020210,- Carcasses and half carcasses,020210,Carcasses and half carcasses,0867,Meat of cattle,
020210,- Carcasses and half-carcasses,020210,- Carcasses and half-carcasses,0947,Buffalo meat,
020220,Other cuts with bone in,020220,Other cuts with bone in,0867,Meat of cattle,
020220,- Other cuts with bone in,020220,- Other cuts with bone in,0947,Buffalo meat,
020230,- Boneless,020230,- Boneless,0870,"Meat of cattle, boneless",
020230,- Boneless,020230,- Boneless,0947,Buffalo meat,
020311,-- Carcasses and half-carcasses,020311,-- Carcasses and half-carcasses,1035,Pig meat,
020312,"-- Hams, shoulders and cuts thereof, with bone in",020312,"-- Hams, shoulders and cuts thereof, with bone in",1035,Pig meat,
020319,-- Other,020319,-- Other,1035,Pig meat,
020319,-- Other,020319,-- Other,1038,Pork,
020321,-- Carcasses and half-carcasses,020321,-- Carcasses and half-carcasses,1035,Pig meat,
020322,"-- Hams, shoulders and cuts thereof, with bone in",020322,"-- Hams, shoulders and cuts thereof, with bone in",1035,Pig meat,
020329,-- Other,020329,-- Other,1035,Pig meat,
020329,-- Other,020329,-- Other,1038,Pork,
020410,"- Carcasses and half-carcasses of lamb, fresh or chilled",020410,"- Carcasses and half-carcasses of lamb, fresh or chilled",0977,Meat of sheep,
020421,-- Carcasses and half-carcasses,020421,-- Carcasses and half-carcasses,0977,Meat of sheep,
020422,-- Other cuts with bone in,020422,-- Other cuts with bone in,0977,Meat of sheep,
020423,-- Boneless,020423,-- Boneless,0977,Meat of sheep,
020430,"- Carcasses and half-carcasses of lamb, frozen",020430,"- Carcasses and half-carcasses of lamb, frozen",0977,Meat of sheep,
020441,-- Carcasses and half-carcasses,020441,-- Carcasses and half-carcasses,0977,Meat of sheep,
020442,-- Other cuts with bone in,020442,-- Other cuts with bone in,0977,Meat of sheep,
020443,-- Boneless,020443,-- Boneless,0977,Meat of sheep,
020450,- Meat of goats,020450,- Meat of goats,1017,Goat meat,
020500,"Meat of horses, asses, mules or hinnies, fresh, chilled or frozen.",020500,"Meat of horses, asses, mules or hinnies, fresh, chilled or frozen.",1097,Horse meat,
020500,"Meat of horses, asses, mules or hinnies, fresh, chilled or frozen.",020500,"Meat of horses, asses, mules or hinnies, fresh, chilled or frozen.",1108,Meat of asses,
020500,"Meat of horses, asses, mules or hinnies, fresh, chilled or frozen.",020500,"Meat of horses, asses, mules or hinnies, fresh, chilled or frozen.",1111,Meat of mules,
020610,"- Of bovine animals, fresh or chilled",020610,"- Of bovine animals, fresh or chilled",0868,"Offals of cattle, edible",
020610,"- Of bovine animals, fresh or chilled",020610,"- Of bovine animals, fresh or chilled",0948,"Offals of buffalo, edible",
020621,-- Tongues,020621,-- Tongues,0868,"Offals of cattle, edible",
020621,-- Tongues,020621,-- Tongues,0948,"Offals of buffalo, edible",
020622,-- Livers,020622,-- Livers,0868,"Offals of cattle, edible",
020622,-- Livers,020622,-- Livers,0948,"Offals of buffalo, edible",
020629,-- Other,020629,-- Other,0868,"Offals of cattle, edible",
020629,-- Other,020629,-- Other,0948,"Offals of buffalo, edible",
020630,"- Of swine, fresh or chilled",020630,"- Of swine, fresh or chilled",1036,"Offals of pigs, edible",
020641,-- Livers,020641,-- Livers,1036,"Offals of pigs, edible",
020649,-- Other,020649,-- Other,1036,"Offals of pigs, edible",
020680,"- Other, fresh or chilled",020680,"- Other, fresh or chilled",1098,Offals of horses,
020680,"- Other, fresh or chilled",020680,"- Other, fresh or chilled",1167,Offals nes,
020680,"- Other, fresh or chilled",020680,"- Other, fresh or chilled",0978,"Offals of sheep, edible",
020680,"- Other, fresh or chilled",020680,"- Other, fresh or chilled",1018,"Offals of goats, edible",
020690,"- Other, frozen",020690,"- Other, frozen",1098,Offals of horses,
020690,"- Other, frozen",020690,"- Other, frozen",1167,Offals nes,
020690,"- Other, frozen",020690,"- Other, frozen",0978,"Offals of sheep, edible",
020690,"- Other, frozen",020690,"- Other, frozen",1018,"Offals of goats, edible",
020711,"-- Not cut in pieces, fresh or chilled",020711,"-- Not cut in pieces, fresh or chilled",1058,Chicken meat,
020712,"-- Not cut in pieces, frozen",020712,"-- Not cut in pieces, frozen",1058,Chicken meat,
020713,"-- Cuts and offal, fresh or chilled",020713,"-- Cuts and offal, fresh or chilled",1058,Chicken meat,
020713,"-- Cuts and offal, fresh or chilled",020713,"-- Cuts and offal, fresh or chilled",1059,Offals and liver of chickens,
020714,"-- Cuts and offal, frozen",020714,"-- Cuts and offal, frozen",1058,Chicken meat,
020714,"-- Cuts and offal, frozen",020714,"-- Cuts and offal, frozen",1059,Offals and liver of chickens,
020724,"-- Not cut in pieces, fresh or chilled",020724,"-- Not cut in pieces, fresh or chilled",1080,Turkey meat,
020725,"-- Not cut in pieces, frozen",020725,"-- Not cut in pieces, frozen",1080,Turkey meat,
020726,"-- Cuts and offal, fresh or chilled",020726,"-- Cuts and offal, fresh or chilled",1080,Turkey meat,
020726,"-- Cuts and offal, fresh or chilled",020726,"-- Cuts and offal, fresh or chilled",1081,Offals and liver of turkey,
020727,"-- Cuts and offal, frozen",020727,"-- Cuts and offal, frozen",1080,Turkey meat,
020727,"-- Cuts and offal, frozen",020727,"-- Cuts and offal, frozen",1081,Offals and liver of turkey,
020732,"--  Not cut in pieces, fresh or chilled (ducks, geese or guinea fowls)",020741,"-- Not cut in pieces, Fresh or chilled (of ducks)",1069,Duck meat,
020733,"-- Not cut in pieces, frozen (ducks, geese or guinea fowls)",020742,"-- Not cut in pieces, Frozen (of ducks)",1069,Duck meat,
020734,"-- Fatty livers, fresh or chilled (ducks, geese or guinea fowls)",020743,"-- Fatty Livers, Fresh or chilled (of ducks)",1075,Offals and liver of ducks,
020735,"-- Other, fresh or chilled (ducks, geese or guinea fowls)",020744,"-- Other, Fresh or chilled (of ducks)",1069,Duck meat,
020735,"-- Other, fresh or chilled (ducks, geese or guinea fowls)",020744,"-- Other, Fresh or chilled (of ducks)",1075,Offals and liver of ducks,
020736,"-- Other, frozen (ducks, geese or guinea fowls)",020745,"-- Other, Frozen (of ducks)",1069,Duck meat,
020736,"-- Other, frozen (ducks, geese or guinea fowls)",020745,"-- Other, Frozen (of ducks)",1075,Offals and liver of ducks,
020732,"--  Not cut in pieces, fresh or chilled (ducks, geese or guinea fowls)",020751,"-- not cut in pieces, Fresh or chilled (of geese)",1073,Goose meat,
020733,"-- Not cut in pieces, frozen (ducks, geese or guinea fowls)",020752,"-- not cut in pieces, Frozen (of geese)",1073,Goose meat,
020734,"-- Fatty livers, fresh or chilled (ducks, geese or guinea fowls)",020753,"-- Fatty Livers, Fresh or chilled (of geese)",1074,Offals and liver of geese,
020735,"-- Other, fresh or chilled (ducks, geese or guinea fowls)",020754,"-- Other, Fresh or chilled (of geese)",1073,Goose meat,
020735,"-- Other, fresh or chilled (ducks, geese or guinea fowls)",020754,"-- Other, Fresh or chilled (of geese)",1074,Offals and liver of geese,
020736,"-- Other, frozen (ducks, geese or guinea fowls)",020755,"-- Other, Frozen (of geese)",1073,Goose meat,
020736,"-- Other, frozen (ducks, geese or guinea fowls)",020755,"-- Other, Frozen (of geese)",1074,Offals and liver of geese,
"020732
020733
020735
020736","--  Not cut in pieces, fresh or chilled (ducks, geese or guinea fowls)
-- Not cut in pieces, frozen (ducks, geese or guinea fowls)
-- Other, fresh or chilled (ducks, geese or guinea fowls)
-- Other, frozen (ducks, geese or guinea fowls)",020760,- Of Guinea Fowls,1058,Chicken meat,
"020732
020733
020735
020736","--  Not cut in pieces, fresh or chilled (ducks, geese or guinea fowls)
-- Not cut in pieces, frozen (ducks, geese or guinea fowls)
-- Other, fresh or chilled (ducks, geese or guinea fowls)
-- Other, frozen (ducks, geese or guinea fowls)",020760,- Of Guinea Fowls,1059,Offals and liver of chickens,
020810,- Of rabbits or hares,020810,- Of rabbits or hares,1141,Rabbit meat,
020810,- Of rabbits or hares,020810,- Of rabbits or hares,1167,Offals nes,
020830,- Of primates,020830,- Of primates,1166,Meat nes,
020830,- Of primates,020830,- Of primates,1167,Offals nes,
020840,"- Of whales, dolphins and porpoises (mammals of the order Cetacea); of manatees and dugongs (mammals of the order Sirenia)",020840,"- Of whales, dolphins and porpoises (mammals of the order Cetacea); of manatees and dugongs (mammals of the order Sirenia); of seals, sea lions and walruses (mammals of the suborder Pinnipedia)",1166,Meat nes,
020840,"- Of whales, dolphins and porpoises (mammals of the order Cetacea); of manatees and dugongs (mammals of the order Sirenia)",020840,"- Of whales, dolphins and porpoises (mammals of the order Cetacea); of manatees and dugongs (mammals of the order Sirenia)",1167,Offals nes,
020850,- Of reptiles (including snakes and turtles),020850,- Of reptiles (including snakes and turtles),1166,Meat nes,
020850,- Of reptiles (including snakes and turtles),020850,- Of reptiles (including snakes and turtles),1167,Offals nes,
020890,- Other,020860,- of Camels and Other camelids (Camelidae),1127,Meat of camels,
020890,- Other,020860,- of Camels and Other camelids (Camelidae),1128,"Offals of camels, edibles",
020890,- Other,020860,- of Camels and Other camelids (Camelidae),1158,Meat of other domestic camelids,
020890,- Other,020890,- Other,1089,Meat of pigeons and other birds nes,
020890,- Other,020890,- Other,1151,Meat of other domestic rodents,
020890,- Other,020890,- Other,1163,Game meat,
020890,- Other,020890,- Other,1166,Meat nes,
020890,- Other,020890,- Other,1167,Offals nes,
020900,"Pig fat, free of lean meat, and poultry fat, not rendered or otherwise extracted, fresh, chilled, frozen, salted, in brine, dried or smoked.",020910,- Of pigs ,1037,Fat of pigs,
020900,"Pig fat, free of lean meat, and poultry fat, not rendered or otherwise extracted, fresh, chilled, frozen, salted, in brine, dried or smoked.",020910,- Of pigs,1040,"Pig, Butcher Fat",
020900,"Pig fat, free of lean meat, and poultry fat, not rendered or otherwise extracted, fresh, chilled, frozen, salted, in brine, dried or smoked.",020990,- Other (poultry fat),1065,Fat of poultry,
021011,"-- Hams, shoulders and cuts thereof, with bone in",021011,"-- Hams, shoulders and cuts thereof, with bone in",1039,Bacon and Ham,
021012,-- Bellies (streaky) and cuts thereof,021012,-- Bellies (streaky) and cuts thereof,1039,Bacon and Ham,
021019,-- Other,021019,-- Other,1039,Bacon and Ham,
021020,- Meat of bovine animals,021020,- Meat of bovine animals,0872,"Beef and Veal, Dried, Salted, Smoked",
021091,-- Of primates,021091,-- Of primates,1164,"Meat, Dried nes",
021092,"-- Of whales, dolphins and porpoises (mammals of the order Cetacea); of manatees and dugongs (mammals of the order Sirenia)",021092,"-- Of whales, dolphins and porpoises (mammals of the order Cetacea); of manatees and dugongs (mammals of the order Sirenia); of seals, sea lions and walruses (mammals of the suborder Pinnipedia)",1164,"Meat, Dried nes",
021093,-- Of reptiles (including snakes and turtles),021093,-- Of reptiles (including snakes and turtles),1164,"Meat, Dried nes",
021099,-- Other,021099,-- Other,1164,"Meat, Dried nes",
030760,"- Snails, other than sea snails",030760,"- Snails, other than sea snails",1176,Snails o/t sea snails,
040110,"- Of a fat content, by weight, not exceeding 1 %",040110,"- Of a fat content, by weight, not exceeding 1 %",0883,Standardized Milk,
040110,"- Of a fat content, by weight, not exceeding 1 %",040110,"- Of a fat content, by weight, not exceeding 1 %",0888,Skim Milk of Cows,
040110,"- Of a fat content, by weight, not exceeding 1 %",040110,"- Of a fat content, by weight, not exceeding 1 %",0908,Reconstituted Milk,
040110,"- Of a fat content, by weight, not exceeding 1 %",040110,"- Of a fat content, by weight, not exceeding 1 %",0954,Skim Milk of Buffalo,
040110,"- Of a fat content, by weight, not exceeding 1 %",040110,"- Of a fat content, by weight, not exceeding 1 %",0985,Skim Sheep Milk,
040110,"- Of a fat content, by weight, not exceeding 1 %",040110,"- Of a fat content, by weight, not exceeding 1 %",1023,Skim Milk of Goat,
040120,"- Of a fat content, by weight, exceeding 1 % but not exceeding 6 %",040120,"- Of a fat content, by weight, exceeding 1 % but not exceeding 6 %",0882,"Cow milk, whole (fresh)",
040120,"Of a fat content, by weight, exceeding 1 % but not exceeding 6 %",040120,"Of a fat content, by weight, exceeding 1 % but not exceeding 6 %",0883,Standardized Milk,
040120,"- Of a fat content, by weight, exceeding 1 % but not exceeding 6 %",040120,"- Of a fat content, by weight, exceeding 1 % but not exceeding 6 %",0888,Skim Milk of Cows,
040120,"- Of a fat content, by weight, exceeding 1 % but not exceeding 6 %",040120,"- Of a fat content, by weight, exceeding 1 % but not exceeding 6 %",1130,Camel milk,
040120,"- Of a fat content, by weight, exceeding 1 % but not exceeding 6 %",040120,"- Of a fat content, by weight, exceeding 1 % but not exceeding 6 %",0908,Reconstituted Milk,
040120,"- Of a fat content, by weight, exceeding 1 % but not exceeding 6 %",040120,"- Of a fat content, by weight, exceeding 1 % but not exceeding 6 %",0951,Buffalo milk,
040120,"- Of a fat content, by weight, exceeding 1 % but not exceeding 6 %",040120,"- Of a fat content, by weight, exceeding 1 % but not exceeding 6 %",0954,Skim Milk of Buffalo,
040120,"- Of a fat content, by weight, exceeding 1 % but not exceeding 6 %",040120,"- Of a fat content, by weight, exceeding 1 % but not exceeding 6 %",0982,Sheep milk,
040120,"- Of a fat content, by weight, exceeding 1 % but not exceeding 6 %",040120,"- Of a fat content, by weight, exceeding 1 % but not exceeding 6 %",0985,Skim Sheep Milk,
040120,"- Of a fat content, by weight, exceeding 1 % but not exceeding 6 %",040120,"- Of a fat content, by weight, exceeding 1 % but not exceeding 6 %",1020,Goat milk,
040120,"- Of a fat content, by weight, exceeding 1 % but not exceeding 6 %",040120,"- Of a fat content, by weight, exceeding 1 % but not exceeding 6 %",1023,Skim Milk of Goat,
040120,"- Of a fat content, by weight, exceeding 1 % but not exceeding 6 %",040120,"- Of a fat content, by weight, exceeding 1 % but not exceeding 6 %",0885,"Cream, Fresh",
040130,"Of a fat content, by weight, exceeding 6 %",040140,"- Of a fat content, by weight, exceeding 6 % but not exceeding 10 %",0882,"Cow milk, whole (fresh)",
040130,"Of a fat content, by weight, exceeding 6 %",040140,"- Of a fat content, by weight, exceeding 6 % but not exceeding 10 %",0883,Standardized Milk,
040130,"- Of a fat content, by weight, exceeding 6 %",040140,"- Of a fat content, by weight, exceeding 6 % but not exceeding 10 %",0885,"Cream, Fresh",
040130,"- Of a fat content, by weight, exceeding 6 %",040140,"- Of a fat content, by weight, exceeding 6 % but not exceeding 10 %",1130,Camel milk,
040130,"Of a fat content, by weight, exceeding 6 %",040140,"- Of a fat content, by weight, exceeding 6 % but not exceeding 10 %",0951,Buffalo milk,
040130,"- Of a fat content, by weight, exceeding 6 %",040140,"- Of a fat content, by weight, exceeding 6 % but not exceeding 10 %",0982,Sheep milk,
040130,"- Of a fat content, by weight, exceeding 6 %",040140,"- Of a fat content, by weight, exceeding 6 % but not exceeding 10 %",1020,Goat milk,
040130,"Of a fat content, by weight, exceeding 6 %",040150,"- Of a fat content, by weight, exceeding 10 %",0882,"Cow milk, whole (fresh)",
040130,"Of a fat content, by weight, exceeding 6 %",040150,"- Of a fat content, by weight, exceeding 10 %",0883,Standardized Milk,
040130,"- Of a fat content, by weight, exceeding 6 %",040150,"- Of a fat content, by weight, exceeding 10 %",0885,"Cream, Fresh",
040130,"- Of a fat content, by weight, exceeding 6 %",040150,"- Of a fat content, by weight, exceeding 10 %",1130,Camel milk,
040130,"Of a fat content, by weight, exceeding 6 %",040150,"- Of a fat content, by weight, exceeding 10 %",0951,Buffalo milk,
040130,"- Of a fat content, by weight, exceeding 6 %",040150,"- Of a fat content, by weight, exceeding 10 %",0982,Sheep milk,
040130,"- Of a fat content, by weight, exceeding 6 %",040150,"- Of a fat content, by weight, exceeding 10 %",1020,Goat milk,
040210,"- In powder, granules or other solid forms, of a fat content, by weight, not exceeding 1.5 %",040210,"- In powder, granules or other solid forms, of a fat content, by weight, not exceeding 1.5 %",0898,Dry Skim Cow Milk,
040221,-- Not containing added sugar or other sweetening matter,040221,-- Not containing added sugar or other sweetening matter,0897,Dry Whole Cow Milk,
040229,-- Other,040229,-- Other,0897,Dry Whole Cow Milk,
040291,-- Not containing added sugar or other sweetening matter,040291,-- Not containing added sugar or other sweetening matter,0894,"Whole Milk, Evaporated",
040291,-- Not containing added sugar or other sweetening matter,040291,-- Not containing added sugar or other sweetening matter,0895,"Skim Milk, Evaporated",
040299,-- Other,040299,-- Other,0889,"Whole Milk, Condensed",
040299,-- Other,040299,-- Other,0896,"Skim Milk, Condensed",
040310,- Yogurt,040310,- Yogurt,0891,Yoghurt,
040310,- Yogurt,040310,- Yogurt,0892,"Yoghurt, Concentrated or Unconcent",
040390,-- Other,040390,-- Other,0893,"Buttermilk, Curdled Milk, Acidified Milk",
040390,-- Other,040390,-- Other,0899,Dry Buttermilk,
040410,"- Whey and modified whey, whether or not concentrated or containing added sugar or other sweetening matter",040410,"- Whey and modified whey, whether or not concentrated or containing added sugar or other sweetening matter",0890,"Whey, Condensed",
040410,"- Whey and modified whey, whether or not concentrated or containing added sugar or other sweetening matter",040410,"- Whey and modified whey, whether or not concentrated or containing added sugar or other sweetening matter",0900,Dry Whey,
040410,"- Whey and modified whey, whether or not concentrated or containing added sugar or other sweetening matter",040410,"- Whey and modified whey, whether or not concentrated or containing added sugar or other sweetening matter",0903,"Whey, Fresh",
040490,- Other,040490,- Other,0909,"Products of Natural Milk Constitue, nes",
040510,- Butter,040510,- Butter,0886,Butter of Cow Milk,
040510,- Butter,040510,- Butter,0952,Butter of Buffalo Milk,
040510,- Butter,040510,- Butter,0983,Butter and Ghee of Sheep Milk,
040510,- Butter,040510,- Butter,1022,Butter of Goat Milk,
040520,- Dairy spreads,040520,- Dairy spreads,0983,Butter and Ghee of Sheep Milk,
040520,- Dairy spreads,040520,- Dairy spreads,0886,Butter of Cow Milk,
040520,- Dairy spreads,040520,- Dairy spreads,0952,Butter of Buffalo Milk,
040520,- Dairy spreads,040520,- Dairy spreads,1022,Butter of Goat Milk,
040590,- Other,040590,- Other,0887,Ghee from Cow Milk,
040590,- Other,040590,- Other,0953,"Ghee, from Buffalo Milk",
040590,- Other,040590,- Other,0983,Butter and Ghee of Sheep Milk,
040590,- Other,040590,- Other,1022,Butter of Goat Milk,
040610,"- Fresh (unripened or uncured) cheese, including whey cheese, and curd",040610,"- Fresh (unripened or uncured) cheese, including whey cheese, and curd",0901,Cheese from Whole Cow Milk,
040610,"- Fresh (unripened or uncured) cheese, including whey cheese, and curd",040610,"- Fresh (unripened or uncured) cheese, including whey cheese, and curd",0955,Cheese of Buffalo Milk,
040610,"- Fresh (unripened or uncured) cheese, including whey cheese, and curd",040610,"- Fresh (unripened or uncured) cheese, including whey cheese, and curd",0904,Cheese from Skimmed Cow Milk,
040610,"- Fresh (unripened or uncured) cheese, including whey cheese, and curd",040610,"- Fresh (unripened or uncured) cheese, including whey cheese, and curd",0905,Whey Cheese,
040610,"- Fresh (unripened or uncured) cheese, including whey cheese, and curd",040610,"- Fresh (unripened or uncured) cheese, including whey cheese, and curd",0984,Cheese of Sheep Milk,
040610,"- Fresh (unripened or uncured) cheese, including whey cheese, and curd",040610,"- Fresh (unripened or uncured) cheese, including whey cheese, and curd",1021,Cheese of Goat Milk,
040620,"- Grated or powdered cheese, of all kinds",040620,"- Grated or powdered cheese, of all kinds",0901,Cheese from Whole Cow Milk,
040620,"Grated or powdered cheese, of all kinds",040620,"Grated or powdered cheese, of all kinds",0955,Cheese of Buffalo Milk,
040620,"- Grated or powdered cheese, of all kinds",040620,"- Grated or powdered cheese, of all kinds",0904,Cheese from Skimmed Cow Milk,
040620,"- Grated or powdered cheese, of all kinds",040620,"- Grated or powdered cheese, of all kinds",0984,Cheese of Sheep Milk,
040620,"- Grated or powdered cheese, of all kinds",040620,"- Grated or powdered cheese, of all kinds",1021,Cheese of Goat Milk,
040630,"- Processed cheese, not grated or powdered",040630,"- Processed cheese, not grated or powdered",0901,Cheese from Whole Cow Milk,
040630,"Processed cheese, not grated or powdered",040630,"Processed cheese, not grated or powdered",0955,Cheese of Buffalo Milk,
040630,"- Processed cheese, not grated or powdered",040630,"- Processed cheese, not grated or powdered",0904,Cheese from Skimmed Cow Milk,
040630,"- Processed cheese, not grated or powdered",040630,"- Processed cheese, not grated or powdered",0907,Processed Cheese,
040630,"- Processed cheese, not grated or powdered",040630,"- Processed cheese, not grated or powdered",0984,Cheese of Sheep Milk,
040630,"- Processed cheese, not grated or powdered",040630,"- Processed cheese, not grated or powdered",1021,Cheese of Goat Milk,
040640,- Blue-veined cheese,040640,- Blue-veined cheese,0901,Cheese from Whole Cow Milk,
040640,- Blue-veined cheese,040640,- Blue-veined cheese,0955,Cheese of Buffalo Milk,
040640,- Blue-veined cheese,040640,- Blue-veined cheese,0904,Cheese from Skimmed Cow Milk,
040640,- Blue-veined cheese,040640,- Blue-veined cheese,0984,Cheese of Sheep Milk,
040640,- Blue-veined cheese,040640,- Blue-veined cheese,1021,Cheese of Goat Milk,
040690,- Other cheese,040690,- Other cheese,0901,Cheese from Whole Cow Milk,
040690,Other cheese,040690,Other cheese,0955,Cheese of Buffalo Milk,
040690,- Other cheese,040690,- Other cheese,0904,Cheese from Skimmed Cow Milk,
040690,- Other cheese,040690,- Other cheese,0907,Processed Cheese,
040690,- Other cheese,040690,- Other cheese,0984,Cheese of Sheep Milk,
040690,- Other cheese,040690,- Other cheese,1021,Cheese of Goat Milk,
040700,"Birds' eggs, in shell, fresh, preserved or cooked.",040711, -- Of fowls of the species Gallus domesticus (fertilized for incubation),1062/1067,Hen eggs (weight/number),
040700,"Birds' eggs, in shell, fresh, preserved or cooked.",040719, -- Other (fertilized for incubation),1091/1092,"Eggs, excluding hen eggs (weight/number)",
040700,"Birds' eggs, in shell, fresh, preserved or cooked.",040721, -- Of fowls of the species Gallus domesticus (other fresh),1062/1067,Hen eggs (weight/number),
040700,"Birds' eggs, in shell, fresh, preserved or cooked.",040729, -- Other birds (other fresh),1091/1092,"Eggs, excluding hen eggs (weight/number)",
040700,"Birds' eggs, in shell, fresh, preserved or cooked.",040790, - Others (brids'  eggs preserved or cooked),1062/1067,Hen eggs (weight/number),
040700,"Birds' eggs, in shell, fresh, preserved or cooked.",040790, - Others (brids'  eggs preserved or cooked),1091/1092,"Eggs, excluding hen eggs (weight/number)",
040811,-- Dried,040811,-- Dried,1064,"Eggs, Dried",
040819,-- Other,040819,-- Other,1063,"Eggs, Liquid",
040891,-- Dried,040891,-- Dried,1064,"Eggs, Dried",
040899,-- Other,040899,-- Other,1063,"Eggs, Liquid",
040900,Natural honey.,040900,Natural honey.,1182,Honey,
041000,"Edible products of animal origin, not elsewhere specified or included.",041000,"Edible products of animal origin, not elsewhere specified or included.",1232,Food Preparations nes,
050100,"Human hair, unworked, whether or not washed or scoured; waste of human hair.",050100,"Human hair, unworked, whether or not washed or scoured; waste of human hair.",1293,Crude Organic Materials nes,
050210,"- Pigs', hogs' or boars' bristles and hair and waste thereof",050210,"- Pigs', hogs' or boars' bristles and hair and waste thereof",1293,Crude Organic Materials nes,
050290,- Other,050290,- Other,1293,Crude Organic Materials nes,
050400,"Guts, bladders and stomachs of animals (other than fish), whole and pieces thereof, fresh, chilled, frozen, salted, in brine, dried or smoked.",050400,"Guts, bladders and stomachs of animals (other than fish), whole and pieces thereof, fresh, chilled, frozen, salted, in brine, dried or smoked.",0868,"Offals of cattle, edible",
